BeerID,Name,URL,Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,PrimingMethod,PrimingAmount,UserId
8606,#0016 NZ Session SH IPA,/homebrew/recipe/view/302795/-0016-nz-session-sh-ipa,American IPA,7,20,12.1344,2.08473,5.36,59.46,3.33,26.4,60,9.3,80,3.5,Plato,All Grain,1,19,N/A,N/A,35279
8607,Jim Darkmagic's Velvet Cape,/homebrew/recipe/view/528332/jim-darkmagic-s-velvet-cape,Dunkles Weissbier,61,23,1.055,1.013,5.55,17.32,17.35,26.9,60,1.047,75,2.7,Specific Gravity,All Grain,0.75,N/A,N/A,N/A,
8608,Jaguar Bohemian Pilsner,/homebrew/recipe/view/158927/jaguar-bohemian-pilsner,Bohemian Pilsener,31,22,1.054,1.015,5.11,42.38,3.62,29.5,90,1.04,75,3,Specific Gravity,All Grain,1.75,12,Sugar,N/A,31666
8609,Chocolate Banana Stout,/homebrew/recipe/view/432367/chocolate-banana-stout,Sweet Stout,162,20.82,1.056,1.019,4.87,31.48,42.03,28.39,90,1.041,60,1.5,Specific Gravity,All Grain,0.35,22.22,N/A,N/A,
8610,Tettnanger pilsner SMaSH,/homebrew/recipe/view/302585/tettnanger-pilsner-smash,German Pilsner (Pils),81,15,1.045,1.009,4.82,55.63,3.12,23,60,1.03,65,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8611,Uncle Joannes Wild Strawberry Wheat,/homebrew/recipe/view/222976/uncle-joannes-wild-strawberry-wheat,Weizen/Weissbier,170,20.82,1.048,1.012,4.75,30.26,5.02,28.39,60,1.035,70,1.25,Specific Gravity,All Grain,0.5,20,force carb,N/A,
8612,Black IPA v1,/homebrew/recipe/view/204035/black-ipa-v1,Specialty Beer,145,16.5,1.063,1.013,6.56,58.41,26.48,22.55,90,1.046,68,3.8,Specific Gravity,All Grain,1,20,N/A,N/A,27489
8613,Stubby's IPA,/homebrew/recipe/view/97284/stubby-s-ipa,American IPA,7,18.93,1.065,1.018,6.1,119.43,7.4,28.39,60,1.043,70,N/A,Specific Gravity,BIAB,0.35,21.11,N/A,N/A,2593
8614,M & W SMaSH,/homebrew/recipe/view/126485/m-w-smash,California Common Beer,39,20.82,1.053,1.012,5.31,33.57,12.71,28.39,60,1.039,70,N/A,Specific Gravity,All Grain,N/A,20,N/A,N/A,11874
8615,Rye saison,/homebrew/recipe/view/191258/rye-saison,Saison,134,20.82,1.064,1.016,6.29,0,7.06,28.39,90,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8616,Fresh Hop Cascade IPA,/homebrew/recipe/view/274734/fresh-hop-cascade-ipa,American IPA,7,43.53,1.067,1.021,6.07,205.59,6.72,51.1,60,1.057,70,1.25,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8617,JIT Blonde,/homebrew/recipe/view/290098/jit-blonde,Belgian Blond Ale,20,19.5,1.064,1.019,5.91,26.64,7.64,11.4,60,1.049,35,N/A,Specific Gravity,extract,N/A,17.5,N/A,N/A,48422
8618,Positive outlook DIPA,/homebrew/recipe/view/46408/positive-outlook-dipa,Imperial IPA,86,20.82,1.083,1.022,8.06,96.53,8.65,28.39,60,N/A,70,N/A,Specific Gravity,All Grain,0.35,18.89,N/A,N/A,13634
8619,5 Way Split,/homebrew/recipe/view/144466/5-way-split,Straight (Unblended) Lambic,158,30,1.053,1.013,5.22,3.2,6.41,35,60,1.045,75,2.5,Specific Gravity,All Grain,N/A,20,N/A,N/A,14759
8620,Summer Series Cream Ale PM,/homebrew/recipe/view/47448/summer-series-cream-ale-pm,Cream Ale,45,20.82,1.054,1.013,5.47,28.66,5,11.36,60,N/A,70,N/A,Specific Gravity,Partial Mash,N/A,19.44,Dextrose,4.2 oz,7774
8621,Dry Stout Yo!,/homebrew/recipe/view/165212/dry-stout-yo-,Dry Stout,58,20.82,1.044,1.011,4.38,36.93,33.06,26.5,60,1.035,70,N/A,Specific Gravity,All Grain,0.35,21.11,N/A,N/A,
8622,German red ale,/homebrew/recipe/view/342109/german-red-ale,North German Altbier,112,20,1.047,1.011,4.7,35.4,13.34,25,60,1.037,75,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,34066
8623,House Beer,/homebrew/recipe/view/223372/house-beer,Ordinary Bitter,118,3.79,1.046,1.012,4.47,16.72,6.02,6.06,60,1.029,75,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8624,Pliny the Younger Clone,/homebrew/recipe/view/104847/pliny-the-younger-clone,California Common Beer,39,20,1.087,1.022,8.61,253.42,5.89,25.5,90,1.069,80,3,Specific Gravity,All Grain,0.75,20,N/A,N/A,3053
8625,Imperial IPA,/homebrew/recipe/view/157337/imperial-ipa,American IPA,7,25,1.076,1.021,7.2,195.39,14.8,30,90,1.063,70,3,Specific Gravity,All Grain,0.75,20,N/A,N/A,
8626,Irish Red Mississippi    110L,/homebrew/recipe/view/255393/irish-red-mississippi-110l,Irish Red Ale,92,120,1.046,1.009,4.76,18.67,9.86,140,90,1.039,72,3,Specific Gravity,All Grain,0.75,20,N/A,N/A,
8627,Hat trick 2nd AAA,/homebrew/recipe/view/286117/hat-trick-2nd-aaa,American Amber Ale,4,2300,13.0235,3.20965,5.27,14.54,10.99,2500,60,12,80,2.5,Plato,All Grain,0.75,16.5,N/A,N/A,
8628,Kjeller 5 Mosaic Pale Ale 25l,/homebrew/recipe/view/278969/kjeller-5-mosaic-pale-ale-25l,American Pale Ale,10,25,1.051,1.009,5.44,46.07,5.65,28,60,1.045,70,N/A,Specific Gravity,BIAB,0.75,18,Sukkerlake,6 gram/liter,51696
8629,Liver Shot Brown Ale,/homebrew/recipe/view/142524/liver-shot-brown-ale,American Brown Ale,6,18.93,1.055,1.013,5.51,38.05,26.75,11.36,60,1.091,35,N/A,Specific Gravity,extract,0.35,22.22,N/A,N/A,
8630,Gingerbread Brown Ale,/homebrew/recipe/view/419523/gingerbread-brown-ale,American Brown Ale,6,18.93,1.053,1.015,4.91,16.21,22.15,9.46,60,1.105,35,N/A,Specific Gravity,extract,0.35,20,N/A,N/A,61031
8631,Citrus Weiss,/homebrew/recipe/view/166852/citrus-weiss,Weizen/Weissbier,170,50,1.058,1.015,5.73,20.38,4.61,28.5,60,1.102,80,N/A,Specific Gravity,All Grain,N/A,20,N/A,N/A,
8632,Motueka IPA,/homebrew/recipe/view/208342/motueka-ipa,American IPA,7,7.57,1.075,1.02,7.32,72.47,10.01,9.08,60,1.063,75,N/A,Specific Gravity,BIAB,1,18.33,N/A,N/A,35274
8633,Azza the Azzaca,/homebrew/recipe/view/242426/azza-the-azzaca,American Pale Ale,10,21,1.055,1.009,5.97,44.9,5.63,26.5,60,1.043,75,N/A,Specific Gravity,BIAB,0.5,19,N/A,N/A,
8634,Kiwi Koelsch,/homebrew/recipe/view/239617/kiwi-Koelsch,Koelsch,94,18.93,1.046,1.011,4.6,15.78,3.59,28.39,90,1.031,70,1.25,Specific Gravity,All Grain,N/A,20,N/A,N/A,34210
8635,No Poor Tear,/homebrew/recipe/view/211971/no-poor-tear,Robust Porter,129,22,1.062,1.016,6.12,47.13,31.32,25,90,1.055,70,3,Specific Gravity,All Grain,N/A,20,Sugar,Botle,
8636,Wheat out on the Boulevard,/homebrew/recipe/view/190469/wheat-out-on-the-boulevard,American Wheat or Rye Beer,15,18.93,1,1,0,0,0,18.93,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8637,Gingerbread Milk Stout,/homebrew/recipe/view/292629/gingerbread-milk-stout,Sweet Stout,162,19.87,1.081,1.027,7.02,49.65,46.14,24.61,60,1.065,70,1.3,Specific Gravity,All Grain,0.75,20,N/A,N/A,30168
8638,APA GL18,/homebrew/recipe/view/285975/apa-gl18,American Pale Ale,10,15,1.055,1.014,5.42,36.39,9.09,21,70,1.039,58,N/A,Specific Gravity,BIAB,N/A,20,N/A,N/A,
8639,Mustard Pretzel Beer for Lola,/homebrew/recipe/view/337176/mustard-pretzel-beer-for-lola,American Light Lager,9,20.82,1.063,1.016,6.22,12.75,4.56,28.39,60,1.046,67,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8640,Ginger Citrus Saison,/homebrew/recipe/view/234523/ginger-citrus-saison,Saison,134,20.82,1.061,1.012,6.39,32.69,5.32,11.36,60,1.112,25,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
8641,Pliny the Elder (All Grain/Pellet),/homebrew/recipe/view/207664/pliny-the-elder-all-grain-pellet-,Imperial IPA,86,41.64,1.077,1.018,7.78,255.6,6.97,49.21,90,1.066,75,1.25,Specific Gravity,All Grain,N/A,19.44,N/A,N/A,11614
8642,Pilsner Urquel cloner,/homebrew/recipe/view/240697/pilsner-urquel-cloner,Bohemian Pilsener,31,42,1.048,1.012,4.7,35.32,3.47,50,60,1.04,75,4,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8643,Starter,/homebrew/recipe/view/217917/starter,California Common Beer,39,4,1.063,1.016,6.24,0,5.72,4,60,1.063,80,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
8644,AIPA_Sebek_Czeslaw,/homebrew/recipe/view/140107/aipa-sebek-czeslaw,American IPA,7,23,15.5258,3.07851,6.74,91.64,4.82,26,80,13.8,70,3,Plato,All Grain,0.75,22,N/A,N/A,
8645,Saison,/homebrew/recipe/view/136043/saison,Saison,134,23,1.065,1.014,6.69,23.77,4.18,11,60,1.137,25,N/A,Specific Gravity,extract,0.35,24,N/A,N/A,
8646,Drippings From the Monkey's Anus,/homebrew/recipe/view/46962/drippings-from-the-monkey-s-anus,Specialty Beer,145,18.93,1.054,1.014,5.32,27.41,4.83,24.98,90,N/A,70,N/A,Specific Gravity,All Grain,1.5,10,N/A,N/A,13809
8647,010. Hoppy Brett Farmhouse Ale,/homebrew/recipe/view/321656/010-hoppy-brett-farmhouse-ale,Belgian Specialty Ale,25,23,12.8434,2.50006,5.53,37.52,4.62,28,90,10.6,75,3,Plato,All Grain,0.75,23,N/A,N/A,
8648,Ass Burn Smoked Porter Covert Hops,/homebrew/recipe/view/162682/ass-burn-smoked-porter-covert-hops,Other Smoked Beer,120,113.56,1.057,1.018,5.14,26.7,35.63,151.42,60,1.043,80,1.5,Specific Gravity,All Grain,N/A,20.56,N/A,N/A,20127
8649,Quad-zilla,/homebrew/recipe/view/222091/quad-zilla,Belgian Dark Strong Ale,21,18.93,1.092,1.022,9.13,48.86,27.83,28.39,65,1.056,60,N/A,Specific Gravity,BIAB,1,21.11,N/A,N/A,21251
8650,The Exploding Head,/homebrew/recipe/view/256678/the-exploding-head,American IPA,7,39.75,1.062,1.009,7.05,76.42,6.04,53,75,1.047,70,1.2,Specific Gravity,All Grain,2,18.33,N/A,N/A,22093
8651,Straight Extract & Dry Yeast #1,/homebrew/recipe/view/199597/straight-extract-dry-yeast-1,Imperial IPA,86,17.41,1.073,1.014,7.77,116.65,5.64,18.93,60,1.067,25,N/A,Specific Gravity,extract,1,16.67,N/A,N/A,21242
8652,Yazoo Sue Clone,/homebrew/recipe/view/319921/yazoo-sue-clone,Imperial Stout,87,15.14,1.099,1.033,8.66,86.66,40.71,19.87,60,1.076,65,1.3,Specific Gravity,All Grain,0.5,18.33,N/A,N/A,50449
8653,BTC Double IPA,/homebrew/recipe/view/236213/btc-double-ipa,Double IPA,56,13,1.071,1.013,7.64,89.26,8.89,15,75,1.062,75,N/A,Specific Gravity,Partial Mash,0.35,21,N/A,N/A,
8654,ApriHop clone,/homebrew/recipe/view/223159/aprihop-clone,American IPA,7,15.14,1.063,1.015,6.3,67.71,7.62,20.82,75,1.046,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
8655,Bobantine XXX,/homebrew/recipe/view/17864/bobantine-xxx,Specialty Beer,145,11.36,1.043,1.012,4.05,35.87,6.76,3.79,60,N/A,75,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A,
8656,BuckNamara Pale,/homebrew/recipe/view/188104/bucknamara-pale,American Pale Ale,10,45.42,1.054,1.018,4.75,46.72,7.4,52.62,60,1.047,80,1.5,Specific Gravity,All Grain,0.75,N/A,N/A,N/A,25157
8657,Modern Lager,/homebrew/recipe/view/269521/modern-lager,Classic American Pilsner,40,19,1.047,1.01,4.81,33.31,3.57,24,60,1.037,72,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8658,Pliny the Elder Clone,/homebrew/recipe/view/124382/pliny-the-elder-clone,American IPA,7,18.93,1.081,1.019,8.12,78.38,8.05,28.77,90,1.053,60,1.5,Specific Gravity,All Grain,0.5,N/A,N/A,N/A,
8659,Blue Moon Clone,/homebrew/recipe/view/298226/blue-moon-clone,Witbier,175,20.82,1.056,1.013,5.64,16.79,4.57,25.55,60,1.046,65,N/A,Specific Gravity,BIAB,0.35,20,N/A,N/A,52825
8660,El Dorado Promise IPA,/homebrew/recipe/view/210677/el-dorado-promise-ipa,American IPA,7,20.82,1.057,1.007,6.6,60.46,5.26,24.61,60,1.048,74,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
8661,Black Sunday 2.0 2G,/homebrew/recipe/view/266487/black-sunday-2-0-2g,Specialty IPA: Black IPA,148,20.82,1.08,1.013,8.83,78.14,38.41,26.5,90,1.049,80,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,47960
8662,Mandagsstout,/homebrew/recipe/view/215545/mandagsstout,American Stout,12,25,1.054,1.011,5.73,55.17,36.01,30,60,1.044,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
8663,Chocolate Bock,/homebrew/recipe/view/302845/chocolate-bock,Maibock/Helles Bock,103,20.82,1.073,1.018,7.17,32.75,24.6,28.39,60,1.053,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,14852
8664,Birthday No-Chill Mosiaic SMaSH,/homebrew/recipe/view/303360/birthday-no-chill-mosiaic-smash,American Pale Ale,10,20,1.043,1.007,4.71,33.7,6.19,25.7,60,1.034,62,2.7,Specific Gravity,All Grain,0.5,20,N/A,N/A,
8665,Americanized- Germain Oak Rye,/homebrew/recipe/view/190978/americanized-germain-oak-rye,Roggenbier (German Rye Beer),131,18.93,1.09,1.023,8.88,0,21.41,18.93,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8666,Simcoe Pale Ale,/homebrew/recipe/view/245252/simcoe-pale-ale,American Pale Ale,10,24,1.053,1.011,5.5,48.82,6.58,29,60,1.044,70,N/A,Specific Gravity,BIAB,N/A,20,N/A,N/A,46204
8667,B.Blonde,/homebrew/recipe/view/177678/b-blonde,Belgian Blond Ale,20,44,1.067,1.018,6.39,22.66,6.82,54,60,1.055,68,2.4,Specific Gravity,All Grain,0.5,21,N/A,N/A,
8668,Special B,/homebrew/recipe/view/188963/special-b,Belgian Specialty Ale,25,18.93,1.057,1.014,5.62,0,7.49,23.66,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8669,Amarillo Hop Amber Ale,/homebrew/recipe/view/258353/amarillo-hop-amber-ale,American Amber Ale,4,18.93,1.054,1.016,5.06,28.83,13.21,28.39,60,1.036,70,1.5,Specific Gravity,All Grain,N/A,20,N/A,N/A,34210
8670,Williamette Best Bitter,/homebrew/recipe/view/193590/williamette-best-bitter,Special/Best/Premium Bitter,144,21,1.041,1.009,4.22,27.81,9.74,11,60,1.079,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,23391
8671,Uppity IPA,/homebrew/recipe/view/43063/uppity-ipa,Imperial IPA,86,18.93,1.094,1.027,8.73,196.94,14.93,11.36,60,N/A,40,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
8672,2014 - 5/1 - Session IPA,/homebrew/recipe/view/128576/2014-5-1-session-ipa,American IPA,7,37.85,1.053,1.012,5.32,39.77,9.03,41.64,60,1.048,80,N/A,Specific Gravity,All Grain,0.75,20,N/A,N/A,
8673,Golden Promise IPA,/homebrew/recipe/view/314454/golden-promise-ipa,American IPA,7,23,1.057,1.013,5.75,87.77,5.34,27,60,1.048,70,3,Specific Gravity,All Grain,0.75,21,Cane Sugar,120g,55035
8674,Oxford Ale - 2 gal,/homebrew/recipe/view/226148/oxford-ale-2-gal,English Barleywine,63,7.57,1.106,1.024,10.8,46.16,9.59,17.03,180,1.047,65,N/A,Specific Gravity,BIAB,0.35,20.56,N/A,N/A,
8675,Thespian Stout (low alcohol version),/homebrew/recipe/view/29801/thespian-stout-low-alcohol-version-,Oatmeal Stout,114,20.82,1.062,1.017,5.98,58.91,30.92,26.5,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8676,Lager,/homebrew/recipe/view/311405/lager,Czech Amber Lager,47,17.03,1.05,1.011,5.06,20.01,13.39,22.71,60,1.037,70,1.5,Specific Gravity,All Grain,1.5,10,N/A,N/A,49390
8677,Just the Tip (Oak-Chocolate Milk Stout),/homebrew/recipe/view/84608/just-the-tip-oak-chocolate-milk-stout-,Belgian Blond Ale,20,20.82,1.093,1.045,6.28,24.07,14.35,20.82,60,1.093,35,N/A,Specific Gravity,extract,N/A,25.56,N/A,N/A,
8678,Chinook SMaSH,/homebrew/recipe/view/231300/chinook-smash,American IPA,7,11.36,1.071,1.018,6.98,100.14,7.24,17.03,60,1.047,70,1.3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8679,APA - Amarilo,/homebrew/recipe/view/397193/apa-amarilo,American Pale Ale,10,12,1.052,1.013,5.17,23.39,4.56,12,60,1.052,70,N/A,Specific Gravity,BIAB,N/A,16,N/A,N/A,70269
8680,16 West Coast IPA,/homebrew/recipe/view/238482/16-west-coast-ipa,American IPA,7,22,13.8879,3.16904,5.77,68.04,14.17,28,60,11,60,3.5,Plato,All Grain,N/A,N/A,N/A,N/A,
8681,Banana Hefeweizen,/homebrew/recipe/view/515995/banana-hefeweizen,Weissbier,169,41.64,1.058,1.008,6.59,9.9,4.4,47.32,60,1.051,69,1.25,Specific Gravity,All Grain,0.75,23.89,N/A,N/A,
8682,Sierra Nevada stout clone,/homebrew/recipe/view/297640/sierra-nevada-stout-clone,American Stout,12,10,1.06,1.012,6.36,59.88,39.04,12.5,60,1.048,70,N/A,Specific Gravity,BIAB,0.75,20,Corn sugar,Cuo,54049
8683,No.2,/homebrew/recipe/view/22186/no-2,Bohemian Pilsener,31,15.14,1.046,1.013,4.36,36.64,3.55,22.71,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,corn sugar,2 tblspns per 1 liter,
8684,Hibiscus Grisette,/homebrew/recipe/view/384957/hibiscus-grisette,Saison,134,41.64,1.043,1.009,4.5,29.35,3.39,53,75,1.034,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8685,Blondie,/homebrew/recipe/view/255206/blondie,Blonde Ale,30,26.5,1.046,1.01,4.65,14.17,3.43,34.07,60,1.035,80,1.5,Specific Gravity,All Grain,N/A,15.56,N/A,N/A,5889
8686,Mandarina Bavaria Hop Burst IPA,/homebrew/recipe/view/323310/mandarina-bavaria-hop-burst-ipa,American IPA,7,20.82,1.07,1.018,6.8,74.23,4.92,28.39,60,1.052,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,14852
8687,Berliner Weisse #3,/homebrew/recipe/view/222461/berliner-weisse-3,Berliner Weisse,27,25,1.031,1.002,3.79,4.29,2.62,28.5,0,1.027,70,2.5,Specific Gravity,All Grain,0.75,20,N/A,N/A,14759
8688,#0002 AIPA,/homebrew/recipe/view/187648/-0002-aipa,American IPA,7,21,17.996,3.43912,7.96,61.19,8.65,24,60,15.9,77,3,Plato,All Grain,N/A,20,N/A,N/A,35279
8689,Its the final pale ale,/homebrew/recipe/view/270341/its-the-final-pale-ale,American Pale Ale,10,18,1.058,1.011,6.12,36.7,8.06,22,60,1.047,65,N/A,Specific Gravity,All Grain,N/A,21,N/A,N/A,
8690,Pucker Up Baby Berliner Weisse,/homebrew/recipe/view/316173/pucker-up-baby-berliner-weisse,Berliner Weisse,27,18.93,1.034,1.008,3.46,8.08,2.81,24.61,60,1.026,65,1.5,Specific Gravity,All Grain,0.5,20,N/A,N/A,
8691,Elliot Porter,/homebrew/recipe/view/63014/elliot-porter,Brown Porter,37,20.82,1.066,1.018,6.23,22.03,34.93,28.39,60,1.048,65,N/A,Specific Gravity,All Grain,0.35,22.22,CO2,2.2,
8692,Pliny the Elder clone,/homebrew/recipe/view/208442/pliny-the-elder-clone,American IPA,7,20.82,1.071,1.017,7.12,364.83,6.1,28.39,90,1.052,75,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,33447
8693,Wattershed Wit,/homebrew/recipe/view/190029/wattershed-wit,Witbier,175,8.52,1.048,1.008,5.3,0,2.9,13.7,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8694,Mardi Gras King Cake,/homebrew/recipe/view/296043/mardi-gras-king-cake,Maerzen,102,20.82,1.054,1.014,5.35,85.34,22.86,11.36,60,1.1,35,N/A,Specific Gravity,Partial Mash,N/A,N/A,dextrose,3.5,
8695,Eisenbahn Belgian Chico,/homebrew/recipe/view/144755/eisenbahn-belgian-chico,Belgian Blond Ale,20,37,1.083,1.021,8.2,19.91,6.98,50,80,1.062,46,2,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,20024
8696,Banana Wheat,/homebrew/recipe/view/246902/banana-wheat,Weizen/Weissbier,170,20.82,1.06,1.014,6.07,17.83,4.44,25.55,60,1.049,70,1.7,Specific Gravity,All Grain,0.75,17.78,N/A,N/A,
8697,Simple Hefeweizen,/homebrew/recipe/view/98679/simple-hefeweizen,Weizen/Weissbier,170,18.93,1.053,1.013,5.2,20.33,4.98,11.36,60,1.088,35,N/A,Specific Gravity,extract,N/A,18.33,N/A,N/A,
8698,The Red German,/homebrew/recipe/view/179581/the-red-german,Specialty Beer,145,9,1.05,1.013,4.94,20.4,21.47,12,60,1.036,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8699,Kevin's - Dos Equis Mexican Amber Lager,/homebrew/recipe/view/254870/kevin-s-dos-equis-mexican-amber-lager,Vienna Lager,167,45.42,1.05,1.012,5.01,26.12,8.2,53,60,1.043,81,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
8700,German Ale,/homebrew/recipe/view/332958/german-ale,Blonde Ale,30,20.82,1.047,1.011,4.77,12,3.37,28.39,60,1.035,70,1.5,Specific Gravity,All Grain,0.75,14.44,N/A,N/A,
8701,Rye apa with ginger,/homebrew/recipe/view/241312/rye-apa-with-ginger,American Pale Ale,10,22.71,1.052,1.009,5.73,68.43,9.65,28.39,60,1.042,75,N/A,Specific Gravity,BIAB,N/A,21.11,N/A,N/A,44217
8702,Azacca/Jarrylo IPA,/homebrew/recipe/view/270804/azacca-jarrylo-ipa,American IPA,7,18.93,1.07,1.012,7.64,72.24,10.01,15.14,60,1.087,60,3.25,Specific Gravity,All Grain,0.35,N/A,Dextrose?,5oz,
8703,IPA SUAVE,/homebrew/recipe/view/313815/ipa-suave,American IPA,7,30,1.072,1.019,7.07,42.52,8.99,34,60,1.064,70,2.8,Specific Gravity,All Grain,N/A,19,N/A,N/A,
8704,Day Glow Clone - Partial Mash,/homebrew/recipe/view/255712/day-glow-clone-partial-mash,American IPA,7,20.82,1.062,1.012,6.56,53.76,4.9,11.36,60,1.113,70,N/A,Specific Gravity,Partial Mash,0.35,N/A,N/A,N/A,48807
8705,VIIIRIS,/homebrew/recipe/view/178659/viiiris,Russian Imperial Stout,132,18.93,1.105,1.026,10.35,171,40,22.71,60,1.088,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,23427
8706,Pining for Sauvin,/homebrew/recipe/view/38117/pining-for-sauvin,American Pale Ale,10,24,1.053,1.011,5.68,38.02,5.43,28,60,1.045,88,3,Specific Gravity,All Grain,0.75,20,N/A,N/A,
8707,Cream of Three Crops (Cream Ale),/homebrew/recipe/view/220680/cream-of-three-crops-cream-ale-,Cream Ale,45,20.82,1.047,1.009,5.05,18.47,3,24.61,90,1.04,75,1.5,Specific Gravity,All Grain,0.35,20,N/A,N/A,
8708,Galaxy APA,/homebrew/recipe/view/140830/galaxy-apa,American Pale Ale,10,21,1.058,1.016,5.51,51.95,5.32,28.5,60,1.043,65,2.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8709,EXTRACT NEIPA,/homebrew/recipe/view/481323/extract-neipa,American IPA,7,20.82,1.063,1.014,6.49,70.14,3.99,27.25,60,1.048,35,N/A,Specific Gravity,extract,N/A,18.89,N/A,N/A,
8710,Angry Hoppy Bunny,/homebrew/recipe/view/33610/angry-hoppy-bunny,American Pale Ale,10,20.82,1.053,1.011,5.49,38.53,10.24,28.39,60,N/A,70,N/A,Specific Gravity,Partial Mash,0.35,18.89,Dextrose,3 0z.,7774
8711,Peach cream ale,/homebrew/recipe/view/393041/peach-cream-ale,Cream Ale,45,20.82,1.055,1.022,4.33,25.7,6.49,7.57,60,1.152,35,N/A,Specific Gravity,extract,0.35,22.22,White Sugar,1/4 tsp per bottle,
8712,Adirondack Cream Ale 2.0,/homebrew/recipe/view/315987/adirondack-cream-ale-2-0,Cream Ale,45,22.71,1.074,1.002,9.4,30.31,3.31,28.39,60,1.059,100,1.5,Specific Gravity,All Grain,1.5,18.33,N/A,N/A,41468
8713,Wild SMASH (ish),/homebrew/recipe/view/162653/wild-smash-ish-,Special/Best/Premium Bitter,144,27,1.048,1.013,4.54,38.25,3.41,30,60,1.043,70,2.5,Specific Gravity,All Grain,0.75,19,N/A,N/A,
8714,Caramale,/homebrew/recipe/view/210025/caramale,California Common Beer,39,20.8,15.1865,4.72397,5.69,34.5,13.65,28.4,60,11.3,75,5.47,Plato,All Grain,N/A,20,N/A,N/A,
8715,Martas Summer Saison,/homebrew/recipe/view/356473/martas-summer-saison,Saison,134,25,1.054,1.013,5.42,22.07,6.39,28,90,1.049,75,4.3,Specific Gravity,All Grain,0.75,23,N/A,N/A,50682
8716,Canadian Breakfast Stout,/homebrew/recipe/view/310663/canadian-breakfast-stout,Imperial Stout,87,18.93,1.085,1.019,8.76,63.34,39.39,28.39,60,1.057,70,1.25,Specific Gravity,All Grain,0.35,21.11,N/A,N/A,22182
8717,Blonde Ale No Sparge,/homebrew/recipe/view/126098/blonde-ale-no-sparge,Blonde Ale,30,20.82,1.038,1.009,3.82,21.06,4.3,26.5,45,1.03,58,1.25,Specific Gravity,All Grain,0.5,21.11,N/A,N/A,
8718,Dopplebock,/homebrew/recipe/view/189334/dopplebock,Doppelbock,54,24.61,1.081,1.02,7.91,0,16.29,28.39,90,N/A,73,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8719,Brewdog - Ace of Simcoe,/homebrew/recipe/view/374489/brewdog-ace-of-simcoe,American IPA,7,20,1.045,1.01,4.58,38.05,6.26,25,60,1.036,70,2.5,Specific Gravity,All Grain,N/A,19,N/A,N/A,
8720,Commercial Dry Stout,/homebrew/recipe/view/106493/commercial-dry-stout,Dry Stout,58,19.87,1.047,1.012,4.55,42.52,38.15,24.61,75,1.038,75,1.5,Specific Gravity,All Grain,N/A,17.78,N/A,N/A,18665
8721,Union Jack,/homebrew/recipe/view/189694/union-jack,Mild,105,20.82,1.038,1.012,3.31,0,12.8,23.83,60,N/A,72,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8722,CLASSIC SAISON 94 L,/homebrew/recipe/view/397056/classic-saison-94-l,Saison,134,94,1.048,1.009,5.14,27.55,4.74,94,60,1.048,82,2.9,Specific Gravity,All Grain,N/A,22,N/A,N/A,30317
